escenario,base_datos,id_anuncio,ciudad,barrio_oficial,id_barrio_oficial,tipo_inmueble,habitaciones,metros_cuadrados,num_planta,precio_inmueble,precio_noche_estimado,ocupacion_media_estimada,nivel_precio,ROI365_%,puntuacion_ROI365
E2_sostenible,Idealista,110895486,Madrid,Embajadores,109106,Piso,1.0,45.0,,190900.0,87.55,0.3064,1-barrio+habitaciones,3.33,Baja rentabilidad
E2_sostenible,Idealista,111212160,Madrid,Cortes,109064,Piso,5.0,148.0,3.0,935000.0,385.9,0.3395,1-barrio+habitaciones,3.32,Baja rentabilidad
E2_sostenible,Idealista,110909661,Madrid,Embajadores,109106,Piso,2.0,54.0,0.0,279000.0,127.5,0.3064,1-barrio+habitaciones,3.32,Baja rentabilidad
E2_sostenible,Idealista,109603588,Madrid,Embajadores,109106,Piso,2.0,52.0,3.0,279000.0,127.5,0.3064,1-barrio+habitaciones,3.32,Baja rentabilidad
E2_sostenible,Fotocasa,187992326,Madrid,Comillas,108061,Piso,3.0,89.0,3.0,359900.0,153.0,0.3283,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Idealista,108236597,Madrid,Embajadores,109106,Piso,2.0,56.0,0.0,280000.0,127.5,0.3064,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Fotocasa,188990060,Madrid,Embajadores,109106,Piso,4.0,94.0,4.0,650000.0,296.225,0.3064,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Fotocasa,187724866,Madrid,Embajadores,109106,Piso,3.0,70.0,15.0,399000.0,181.9,0.3064,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Fotocasa,189221474,Madrid,Embajadores,109106,Piso,4.0,109.0,1.0,650000.0,296.225,0.3064,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Idealista,111380736,Madrid,Embajadores,109106,Piso,3.0,59.0,3.0,399000.0,181.9,0.3064,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Idealista,111135413,Madrid,Embajadores,109106,Piso,3.0,77.0,3.0,399900.0,181.9,0.3064,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Idealista,107426467,Madrid,Embajadores,109106,Piso,6.0,112.0,4.0,649600.0,296.225,0.3064,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Fotocasa,189590780,Madrid,Palos de la Frontera,102205,Piso,2.0,48.0,3.0,299000.0,121.55,0.3429,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Fotocasa,189589814,Madrid,Palacio,109201,Piso,2.0,43.0,,312000.0,149.6,0.2914,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Idealista,109953886,Madrid,Embajadores,109106,Piso,4.0,106.0,1.0,650000.0,296.225,0.3064,1-barrio+habitaciones,3.31,Baja rentabilidad
E2_sostenible,Idealista,111227416,Madrid,Universidad,109265,Piso,2.0,41.0,1.0,306000.0,148.75,0.286,1-barrio+habitaciones,3.3,Baja rentabilidad
E2_sostenible,Idealista,111340841,Madrid,Palos de la Frontera,102205,Piso,2.0,38.0,4.0,300000.0,121.55,0.3429,1-barrio+habitaciones,3.3,Baja rentabilidad
E2_sostenible,Fotocasa,189189746,Madrid,Palos de la Frontera,102205,Piso,2.0,46.0,1.0,300000.0,121.55,0.3429,1-barrio+habitaciones,3.3,Baja rentabilidad
E2_sostenible,Idealista,111022946,Madrid,Cortes,109064,Piso,2.0,80.0,6.0,349000.0,142.8,0.3395,1-barrio+habitaciones,3.3,Baja rentabilidad
E2_sostenible,Idealista,109548808,Madrid,Embajadores,109106,Piso,4.0,133.0,1.0,655000.0,296.225,0.3064,1-barrio+habitaciones,3.29,Baja rentabilidad
E2_sostenible,Fotocasa,182800989,Madrid,Cortes,109064,Piso,8.0,226.0,,949000.0,385.9,0.3395,1-barrio+habitaciones,3.28,Baja rentabilidad
E2_sostenible,Idealista,110700883,Madrid,Justicia,109130,Piso,2.0,42.0,4.0,310000.0,164.47500000000002,0.2602,1-barrio+habitaciones,3.28,Baja rentabilidad
E2_sostenible,Idealista,110265049,Madrid,Universidad,109265,Piso,3.0,56.0,4.0,430000.0,207.4,0.286,1-barrio+habitaciones,3.27,Baja rentabilidad
E2_sostenible,Idealista,108826473,Madrid,Cortes,109064,Piso,4.0,173.0,1.0,950000.0,385.9,0.3395,1-barrio+habitaciones,3.27,Baja rentabilidad
E2_sostenible,Idealista,95635303,Madrid,Embajadores,109106,Piso,3.0,65.0,3.0,405000.0,181.9,0.3064,1-barrio+habitaciones,3.26,Baja rentabilidad
E2_sostenible,Idealista,110677037,Madrid,Embajadores,109106,Piso,4.0,87.0,1.0,660000.0,296.225,0.3064,1-barrio+habitaciones,3.26,Baja rentabilidad
E2_sostenible,Idealista,111340037,Madrid,Embajadores,109106,Piso,1.0,41.0,,195000.0,87.55,0.3064,1-barrio+habitaciones,3.26,Baja rentabilidad
E2_sostenible,Fotocasa,187975897,Madrid,Palacio,109201,Piso,2.0,38.0,0.0,319000.0,149.6,0.2914,1-barrio+habitaciones,3.24,Baja rentabilidad
E2_sostenible,Idealista,111328666,Madrid,Palos de la Frontera,102205,Piso,2.0,36.0,3.0,305000.0,121.55,0.3429,1-barrio+habitaciones,3.24,Baja rentabilidad
E2_sostenible,Idealista,110261057,Madrid,Palacio,109201,Piso,2.0,70.0,2.0,320000.0,149.6,0.2914,1-barrio+habitaciones,3.23,Baja rentabilidad
E2_sostenible,Fotocasa,188928262,Madrid,Comillas,108061,Piso,3.0,60.0,4.0,370000.0,153.0,0.3283,1-barrio+habitaciones,3.22,Baja rentabilidad
E2_sostenible,Fotocasa,186647755,Madrid,Universidad,109265,Piso,4.0,95.0,3.0,820000.0,386.325,0.286,1-barrio+habitaciones,3.2,Baja rentabilidad
E2_sostenible,Idealista,111316569,Madrid,Embajadores,109106,Piso,2.0,36.0,2.0,290000.0,127.5,0.3064,1-barrio+habitaciones,3.2,Baja rentabilidad
E2_sostenible,Idealista,111085182,Madrid,Embajadores,109106,Piso,2.0,60.0,0.0,290000.0,127.5,0.3064,1-barrio+habitaciones,3.2,Baja rentabilidad
E2_sostenible,Idealista,111267829,Madrid,Sol,109256,Piso,2.0,60.0,3.0,376000.0,151.3,0.3349,1-barrio+habitaciones,3.2,Baja rentabilidad
E2_sostenible,Fotocasa,188644093,Madrid,Sol,109256,Piso,2.0,56.0,3.0,376000.0,151.3,0.3349,1-barrio+habitaciones,3.2,Baja rentabilidad
E2_sostenible,Idealista,109987884,Madrid,Embajadores,109106,Piso,2.0,55.0,2.0,290000.0,127.5,0.3064,1-barrio+habitaciones,3.2,Baja rentabilidad
E2_sostenible,Idealista,110873625,Madrid,Universidad,109265,Piso,1.0,35.0,0.0,210000.0,98.6,0.286,1-barrio+habitaciones,3.19,Baja rentabilidad
E2_sostenible,Idealista,109729886,Madrid,Universidad,109265,Ático,1.0,41.0,4.0,210000.0,98.6,0.286,1-barrio+habitaciones,3.19,Baja rentabilidad
E2_sostenible,Idealista,110410092,Madrid,Palos de la Frontera,102205,Piso,2.0,40.0,4.0,310000.0,121.55,0.3429,1-barrio+habitaciones,3.19,Baja rentabilidad
E2_sostenible,Fotocasa,189085556,Madrid,Embajadores,109106,Piso,1.0,45.0,,199900.0,87.55,0.3064,1-barrio+habitaciones,3.18,Baja rentabilidad
E2_sostenible,Idealista,110432733,Madrid,Embajadores,109106,Piso,1.0,42.0,2.0,199900.0,87.55,0.3064,1-barrio+habitaciones,3.18,Baja rentabilidad
E2_sostenible,Idealista,110226881,Madrid,Embajadores,109106,Estudio,1.0,37.0,,200000.0,87.55,0.3064,1-barrio+habitaciones,3.18,Baja rentabilidad
E2_sostenible,Fotocasa,181188015,Madrid,Justicia,109130,Piso,2.0,69.0,5.0,320000.0,164.47500000000002,0.2602,1-barrio+habitaciones,3.17,Baja rentabilidad
E2_sostenible,Idealista,106970506,Madrid,Embajadores,109106,Piso,3.0,75.0,3.0,419000.0,181.9,0.3064,1-barrio+habitaciones,3.16,Baja rentabilidad
E2_sostenible,Idealista,109812528,Madrid,Cortes,109064,Piso,4.0,135.0,3.0,985000.0,385.9,0.3395,1-barrio+habitaciones,3.16,Baja rentabilidad
E2_sostenible,Fotocasa,189492272,Madrid,Sol,109256,Piso,2.0,60.0,2.0,380000.0,151.3,0.3349,1-barrio+habitaciones,3.16,Baja rentabilidad
E2_sostenible,Fotocasa,189330153,Madrid,Justicia,109130,Piso,1.0,41.0,1.0,210000.0,107.1,0.2602,1-barrio+habitaciones,3.15,Baja rentabilidad
E2_sostenible,Idealista,111347523,Madrid,Embajadores,109106,Piso,3.0,59.0,3.0,420000.0,181.9,0.3064,1-barrio+habitaciones,3.15,Baja rentabilidad
E2_sostenible,Fotocasa,189524794,Madrid,Universidad,109265,Piso,2.0,46.0,0.0,320000.0,148.75,0.286,1-barrio+habitaciones,3.15,Baja rentabilidad
E2_sostenible,Idealista,109796723,Madrid,Embajadores,109106,Piso,3.0,70.0,3.0,420000.0,181.9,0.3064,1-barrio+habitaciones,3.15,Baja rentabilidad
E2_sostenible,Idealista,107996990,Madrid,Cortes,109064,Piso,4.0,132.0,3.0,990000.0,385.9,0.3395,1-barrio+habitaciones,3.14,Baja rentabilidad
E2_sostenible,Idealista,110633489,Madrid,Canillas,120040,Piso,3.0,79.0,4.0,293000.0,155.55,0.2493,1-barrio+habitaciones,3.14,Baja rentabilidad
E2_sostenible,Idealista,110301223,Madrid,Embajadores,109106,Piso,2.0,53.0,2.0,295000.0,127.5,0.3064,1-barrio+habitaciones,3.14,Baja rentabilidad
E2_sostenible,Fotocasa,189578415,Madrid,Comillas,108061,Piso,3.0,70.0,2.0,379000.0,153.0,0.3283,1-barrio+habitaciones,3.14,Baja rentabilidad
E2_sostenible,Idealista,111238883,Madrid,Pacífico,139200,Piso,4.0,100.0,6.0,620000.0,340.0,0.2411,1-barrio+habitaciones,3.14,Baja rentabilidad
E2_sostenible,Idealista,111249921,Madrid,Universidad,109265,Piso,3.0,59.0,3.0,449000.0,207.4,0.286,1-barrio+habitaciones,3.13,Baja rentabilidad
E2_sostenible,Fotocasa,176284244,Madrid,Universidad,109265,Piso,4.0,125.0,2.0,840000.0,386.325,0.286,1-barrio+habitaciones,3.12,Baja rentabilidad
E2_sostenible,Idealista,111244660,Madrid,Cortes,109064,Piso,2.0,40.0,1.0,369000.0,142.8,0.3395,1-barrio+habitaciones,3.12,Baja rentabilidad
E2_sostenible,Fotocasa,184966260,Madrid,Universidad,109265,Piso,4.0,120.0,2.0,840000.0,386.325,0.286,1-barrio+habitaciones,3.12,Baja rentabilidad
E2_sostenible,Fotocasa,185913090,Madrid,Universidad,109265,Piso,4.0,140.0,2.0,840000.0,386.325,0.286,1-barrio+habitaciones,3.12,Baja rentabilidad
E2_sostenible,Fotocasa,186077908,Madrid,Universidad,109265,Piso,4.0,109.0,2.0,840000.0,386.325,0.286,1-barrio+habitaciones,3.12,Baja rentabilidad
E2_sostenible,Fotocasa,189080702,Madrid,Embajadores,109106,Piso,2.0,41.0,4.0,297000.0,127.5,0.3064,1-barrio+habitaciones,3.12,Baja rentabilidad
E2_sostenible,Fotocasa,188227940,Madrid,Palos de la Frontera,102205,Piso,1.0,62.0,,239000.0,91.8,0.3429,1-barrio+habitaciones,3.12,Baja rentabilidad
E2_sostenible,Idealista,110808167,Madrid,Chopera,102052,Piso,2.0,38.0,-1.0,225000.0,90.1,0.3275,1-barrio+habitaciones,3.11,Baja rentabilidad
E2_sostenible,Fotocasa,189506548,Madrid,Cortes,109064,Piso,4.0,171.0,1.0,999000.0,385.9,0.3395,1-barrio+habitaciones,3.11,Baja rentabilidad
E2_sostenible,Idealista,111135377,Madrid,Cortes,109064,Piso,5.0,156.0,1.0,1000000.0,385.9,0.3395,1-barrio+habitaciones,3.11,Baja rentabilidad
E2_sostenible,Idealista,111302284,Madrid,Embajadores,109106,Piso,1.0,36.0,2.0,205000.0,87.55,0.3064,1-barrio+habitaciones,3.1,Baja rentabilidad
E2_sostenible,Fotocasa,189050568,Madrid,Embajadores,109106,Piso,2.0,44.0,1.0,298500.0,127.5,0.3064,1-barrio+habitaciones,3.1,Baja rentabilidad
E2_sostenible,Idealista,104330894,Madrid,Sol,109256,Piso,4.0,128.0,3.0,950000.0,370.6,0.3349,1-barrio+habitaciones,3.1,Baja rentabilidad
E2_sostenible,Fotocasa,189006403,Madrid,Cortes,109064,Piso,1.0,50.0,5.0,270000.0,103.7,0.3395,1-barrio+habitaciones,3.09,Baja rentabilidad
E2_sostenible,Fotocasa,189426485,Madrid,Embajadores,109106,Piso,2.0,48.0,1.0,299500.0,127.5,0.3064,1-barrio+habitaciones,3.09,Baja rentabilidad
E2_sostenible,Idealista,110648711,Madrid,Cortes,109064,Ático,1.0,41.0,5.0,270000.0,103.7,0.3395,1-barrio+habitaciones,3.09,Baja rentabilidad
E2_sostenible,Fotocasa,189153488,Madrid,Cortes,109064,Estudio,1.0,41.0,,270000.0,103.7,0.3395,1-barrio+habitaciones,3.09,Baja rentabilidad
E2_sostenible,Fotocasa,189588767,Madrid,Sol,109256,Apartamento,2.0,50.0,2.0,390000.0,151.3,0.3349,1-barrio+habitaciones,3.08,Baja rentabilidad
E2_sostenible,Fotocasa,189371405,Madrid,Justicia,109130,Piso,2.0,58.0,0.0,330000.0,164.47500000000002,0.2602,1-barrio+habitaciones,3.08,Baja rentabilidad
E2_sostenible,Fotocasa,188736446,Madrid,Canillejas,141041,Piso,2.0,76.0,2.0,198000.0,106.25,0.2422,1-barrio+habitaciones,3.08,Baja rentabilidad
E2_sostenible,Idealista,111189083,Madrid,Palacio,109201,Piso,1.0,73.0,0.0,229000.0,102.0,0.2914,1-barrio+habitaciones,3.08,Baja rentabilidad
E2_sostenible,Fotocasa,188804802,Madrid,Palos de la Frontera,102205,Piso,2.0,42.0,,322000.0,121.55,0.3429,1-barrio+habitaciones,3.07,Baja rentabilidad
E2_sostenible,Idealista,110924325,Madrid,Universidad,109265,Piso,2.0,50.0,0.0,329000.0,148.75,0.286,1-barrio+habitaciones,3.07,Baja rentabilidad
E2_sostenible,Fotocasa,189480972,Madrid,Universidad,109265,Piso,2.0,46.0,0.0,329000.0,148.75,0.286,1-barrio+habitaciones,3.07,Baja rentabilidad
E2_sostenible,Fotocasa,188804592,Madrid,Embajadores,109106,Piso,3.0,62.0,,432000.0,181.9,0.3064,1-barrio+habitaciones,3.06,Baja rentabilidad
E2_sostenible,Fotocasa,187875104,Madrid,Comillas,108061,Piso,2.0,62.0,,300000.0,117.725,0.3283,1-barrio+habitaciones,3.06,Baja rentabilidad
E2_sostenible,Idealista,111126738,Madrid,Sol,109256,Ático,4.0,135.0,4.0,965000.0,370.6,0.3349,1-barrio+habitaciones,3.05,Baja rentabilidad
E2_sostenible,Idealista,109609205,Madrid,Jerónimos,139129,Piso,1.0,79.0,-2.0,250000.0,116.025,0.2768,1-barrio+habitaciones,3.05,Baja rentabilidad
E2_sostenible,Fotocasa,188496611,Madrid,Palos de la Frontera,102205,Piso,2.0,45.0,0.0,325000.0,121.55,0.3429,1-barrio+habitaciones,3.04,Baja rentabilidad
E2_sostenible,Fotocasa,189214826,Madrid,Acacias,102002,Piso,2.0,40.0,4.0,245000.0,97.75,0.3209,1-barrio+habitaciones,3.04,Baja rentabilidad
E2_sostenible,Idealista,111296569,Madrid,Cortes,109064,Piso,1.0,45.0,0.0,275000.0,103.7,0.3395,1-barrio+habitaciones,3.04,Baja rentabilidad
E2_sostenible,Idealista,110956820,Madrid,Acacias,102002,Piso,2.0,45.0,4.0,245000.0,97.75,0.3209,1-barrio+habitaciones,3.04,Baja rentabilidad
E2_sostenible,Fotocasa,189230916,Madrid,Pacífico,139200,Piso,2.0,45.0,0.0,240000.0,127.5,0.2411,1-barrio+habitaciones,3.04,Baja rentabilidad
E2_sostenible,Idealista,111381713,Madrid,Sol,109256,Dúplex,2.0,103.0,0.0,395000.0,151.3,0.3349,1-barrio+habitaciones,3.04,Baja rentabilidad
E2_sostenible,Fotocasa,189300306,Madrid,Embajadores,109106,Piso,4.0,150.0,,710000.0,296.225,0.3064,1-barrio+habitaciones,3.03,Baja rentabilidad
E2_sostenible,Fotocasa,188445466,Madrid,Sol,109256,Piso,4.0,164.0,2.0,976000.0,370.6,0.3349,1-barrio+habitaciones,3.02,Baja rentabilidad
E2_sostenible,Idealista,110887627,Madrid,Embajadores,109106,Piso,3.0,79.0,5.0,439000.0,181.9,0.3064,1-barrio+habitaciones,3.01,Baja rentabilidad
E2_sostenible,Idealista,111166218,Madrid,Palacio,109201,Piso,2.0,60.0,0.0,345000.0,149.6,0.2914,1-barrio+habitaciones,3.0,Baja rentabilidad
E2_sostenible,Idealista,103586820,Madrid,Palacio,109201,Piso,1.0,47.0,3.0,235000.0,102.0,0.2914,1-barrio+habitaciones,3.0,Baja rentabilidad
E2_sostenible,Fotocasa,189511601,Madrid,Palos de la Frontera,102205,Piso,2.0,54.0,,330000.0,121.55,0.3429,1-barrio+habitaciones,3.0,Baja rentabilidad
E2_sostenible,Fotocasa,186733185,Madrid,Palos de la Frontera,102205,Dúplex,2.0,45.0,,330000.0,121.55,0.3429,1-barrio+habitaciones,3.0,Baja rentabilidad
E2_sostenible,Idealista,110253448,Madrid,Embajadores,109106,Piso,3.0,79.0,0.0,441000.0,181.9,0.3064,1-barrio+habitaciones,3.0,Baja rentabilidad
E2_sostenible,Fotocasa,189573956,Madrid,Comillas,108061,Piso,3.0,107.0,0.0,399000.0,153.0,0.3283,1-barrio+habitaciones,2.99,Baja rentabilidad
E2_sostenible,Idealista,110931555,Madrid,Embajadores,109106,Piso,2.0,55.0,0.0,310000.0,127.5,0.3064,1-barrio+habitaciones,2.99,Baja rentabilidad
E2_sostenible,Fotocasa,188090158,Madrid,Embajadores,109106,Apartamento,1.0,38.0,5.0,213000.0,87.55,0.3064,1-barrio+habitaciones,2.99,Baja rentabilidad
E2_sostenible,Fotocasa,189553918,Madrid,Palos de la Frontera,102205,Piso,3.0,49.0,,435000.0,159.8,0.3429,1-barrio+habitaciones,2.99,Baja rentabilidad
E2_sostenible,Idealista,108385277,Madrid,Pacífico,139200,Piso,2.0,39.0,0.5,245000.0,127.5,0.2411,1-barrio+habitaciones,2.98,Baja rentabilidad
E2_sostenible,Fotocasa,184823801,Madrid,Embajadores,109106,Piso,5.0,123.0,2.0,723000.0,296.225,0.3064,1-barrio+habitaciones,2.98,Baja rentabilidad
E2_sostenible,Idealista,110797820,Madrid,Palos de la Frontera,102205,Piso,4.0,130.0,1.0,569000.0,208.25,0.3429,1-barrio+habitaciones,2.98,Baja rentabilidad
E2_sostenible,Idealista,110580046,Madrid,Universidad,109265,Piso,2.0,36.0,3.0,339000.0,148.75,0.286,1-barrio+habitaciones,2.98,Baja rentabilidad
E2_sostenible,Idealista,110771388,Madrid,Canillas,120040,Piso,3.0,89.0,1.0,310000.0,155.55,0.2493,1-barrio+habitaciones,2.97,Baja rentabilidad
E2_sostenible,Idealista,110008029,Madrid,Universidad,109265,Piso,1.0,45.0,0.0,225000.0,98.6,0.286,1-barrio+habitaciones,2.97,Baja rentabilidad
E2_sostenible,Idealista,91390137,Madrid,Palacio,109201,Piso,3.0,101.0,1.0,470000.0,201.02499999999998,0.2914,1-barrio+habitaciones,2.96,Baja rentabilidad
E2_sostenible,Idealista,111404156,Madrid,Palacio,109201,Piso,3.0,75.0,2.0,470000.0,201.02499999999998,0.2914,1-barrio+habitaciones,2.96,Baja rentabilidad
E2_sostenible,Idealista,111173649,Madrid,Palacio,109201,Piso,2.0,50.0,0.0,350000.0,149.6,0.2914,1-barrio+habitaciones,2.96,Baja rentabilidad
E2_sostenible,Idealista,111110129,Madrid,Cortes,109064,Piso,2.0,60.0,0.0,389000.0,142.8,0.3395,1-barrio+habitaciones,2.96,Baja rentabilidad
E2_sostenible,Idealista,111317004,Madrid,Embajadores,109106,Piso,2.0,56.0,3.0,313000.0,127.5,0.3064,1-barrio+habitaciones,2.96,Baja rentabilidad
E2_sostenible,Fotocasa,187899007,Madrid,Cortes,109064,Piso,2.0,81.0,0.0,390000.0,142.8,0.3395,1-barrio+habitaciones,2.95,Baja rentabilidad
E2_sostenible,Fotocasa,188730411,Madrid,Universidad,109265,Piso,4.0,91.0,3.0,890000.0,386.325,0.286,1-barrio+habitaciones,2.95,Baja rentabilidad
E2_sostenible,Idealista,110669662,Madrid,Universidad,109265,Piso,4.0,102.0,3.0,890000.0,386.325,0.286,1-barrio+habitaciones,2.95,Baja rentabilidad
E2_sostenible,Idealista,110467851,Madrid,Embajadores,109106,Piso,1.0,38.0,1.0,216000.0,87.55,0.3064,1-barrio+habitaciones,2.95,Baja rentabilidad
E2_sostenible,Idealista,111397254,Madrid,Embajadores,109106,Piso,2.0,51.0,1.0,314000.0,127.5,0.3064,1-barrio+habitaciones,2.95,Baja rentabilidad
E2_sostenible,Idealista,110795047,Madrid,Embajadores,109106,Piso,1.0,44.0,0.0,216000.0,87.55,0.3064,1-barrio+habitaciones,2.95,Baja rentabilidad
E2_sostenible,Fotocasa,188678319,Madrid,Embajadores,109106,Apartamento,1.0,38.0,1.0,216000.0,87.55,0.3064,1-barrio+habitaciones,2.95,Baja rentabilidad
E2_sostenible,Idealista,108598785,Madrid,Embajadores,109106,Piso,3.0,68.0,1.0,450000.0,181.9,0.3064,1-barrio+habitaciones,2.94,Baja rentabilidad
E2_sostenible,Idealista,108433770,Valencia,El Carme,314078,Piso,3.0,47.0,0.5,126000.0,119.425,0.3236,1-barrio+habitaciones,7.28,Media rentabilidad
E2_sostenible,Idealista,108634100,Valencia,El Carme,314078,Piso,2.0,50.0,1.0,144000.0,111.35,0.3236,1-barrio+habitaciones,5.94,Media rentabilidad
E2_sostenible,Idealista,110931134,Valencia,El Carme,314078,Piso,2.0,47.0,0.0,145000.0,111.35,0.3236,1-barrio+habitaciones,5.9,Media rentabilidad
E2_sostenible,Idealista,110533731,Valencia,El Carme,314078,Piso,3.0,55.0,1.0,159900.0,119.425,0.3236,1-barrio+habitaciones,5.73,Media rentabilidad
E2_sostenible,Idealista,111042245,Valencia,Aiora,306005,Piso,4.0,90.0,1.0,249000.0,175.1,0.3326,1-barrio+habitaciones,5.55,Media rentabilidad
E2_sostenible,Idealista,111369871,Valencia,El Carme,314078,Piso,1.0,36.0,0.0,124900.0,90.1,0.3236,1-barrio+habitaciones,5.54,Media rentabilidad
E2_sostenible,Fotocasa,189236083,Valencia,Aiora,306005,Piso,4.0,65.0,,249900.0,175.1,0.3326,1-barrio+habitaciones,5.53,Media rentabilidad
E2_sostenible,Idealista,111401342,Valencia,Aiora,306005,Piso,4.0,93.0,2.0,250000.0,175.1,0.3326,1-barrio+habitaciones,5.53,Media rentabilidad
E2_sostenible,Idealista,111048755,Valencia,Aiora,306005,Piso,4.0,90.0,4.0,249900.0,175.1,0.3326,1-barrio+habitaciones,5.53,Media rentabilidad
E2_sostenible,Idealista,108247301,Valencia,El Carme,314078,Piso,3.0,57.0,1.0,171600.0,119.425,0.3236,1-barrio+habitaciones,5.34,Media rentabilidad
E2_sostenible,Idealista,110835184,Valencia,El Cabanyal - El Canyamelar,335074,Piso,4.0,90.0,4.0,269000.0,198.05,0.2972,1-barrio+habitaciones,5.19,Media rentabilidad
E2_sostenible,Idealista,104922731,Valencia,El Carme,314078,Piso,2.0,60.0,,165000.0,111.35,0.3236,1-barrio+habitaciones,5.18,Media rentabilidad
E2_sostenible,Idealista,110880708,Valencia,El Carme,314078,Ático,2.0,50.0,5.0,165000.0,111.35,0.3236,1-barrio+habitaciones,5.18,Media rentabilidad
E2_sostenible,Idealista,111400491,Valencia,El Carme,314078,Piso,2.0,56.0,,165000.0,111.35,0.3236,1-barrio+habitaciones,5.18,Media rentabilidad
E2_sostenible,Idealista,111095199,Valencia,El Carme,314078,Piso,2.0,51.0,,169000.0,111.35,0.3236,1-barrio+habitaciones,5.06,Media rentabilidad
E2_sostenible,Idealista,1885358,Valencia,El Carme,314078,Ático,2.0,52.0,5.0,170000.0,111.35,0.3236,1-barrio+habitaciones,5.03,Media rentabilidad
E2_sostenible,Fotocasa,188797486,Valencia,Aiora,306005,Piso,4.0,105.0,5.0,274900.0,175.1,0.3326,1-barrio+habitaciones,5.03,Media rentabilidad
E2_sostenible,Idealista,110299685,Valencia,Aiora,306005,Piso,4.0,105.0,5.0,275000.0,175.1,0.3326,1-barrio+habitaciones,5.02,Media rentabilidad
E2_sostenible,Idealista,110615137,Valencia,Aiora,306005,Piso,4.0,87.0,5.0,275000.0,175.1,0.3326,1-barrio+habitaciones,5.02,Media rentabilidad
E2_sostenible,Idealista,109792716,Valencia,Aiora,306005,Piso,4.0,88.0,4.0,279500.0,175.1,0.3326,1-barrio+habitaciones,4.94,Baja rentabilidad
E2_sostenible,Idealista,111206703,Valencia,El Carme,314078,Piso,3.0,69.0,1.0,189000.0,119.425,0.3236,1-barrio+habitaciones,4.85,Baja rentabilidad
E2_sostenible,Idealista,111386920,Valencia,El Carme,314078,Piso,3.0,70.0,1.0,189000.0,119.425,0.3236,1-barrio+habitaciones,4.85,Baja rentabilidad
E2_sostenible,Idealista,110219716,Valencia,El Carme,314078,Piso,3.0,62.0,-1.0,189000.0,119.425,0.3236,1-barrio+habitaciones,4.85,Baja rentabilidad
E2_sostenible,Idealista,111297713,Valencia,El Carme,314078,Piso,3.0,75.0,2.0,189000.0,119.425,0.3236,1-barrio+habitaciones,4.85,Baja rentabilidad
E2_sostenible,Idealista,110909824,Valencia,El Carme,314078,Piso,3.0,65.0,1.0,189000.0,119.425,0.3236,1-barrio+habitaciones,4.85,Baja rentabilidad
E2_sostenible,Idealista,109798904,Valencia,El Carme,314078,Piso,2.0,50.0,2.0,178000.0,111.35,0.3236,1-barrio+habitaciones,4.8,Baja rentabilidad
E2_sostenible,Idealista,111389801,Valencia,El Carme,314078,Piso,2.0,60.0,1.0,179000.0,111.35,0.3236,1-barrio+habitaciones,4.78,Baja rentabilidad
E2_sostenible,Idealista,107014063,Valencia,El Cabanyal - El Canyamelar,335074,Piso,3.0,65.0,1.0,183990.0,124.525,0.2972,1-barrio+habitaciones,4.77,Baja rentabilidad
E2_sostenible,Idealista,110050761,Valencia,El Carme,314078,Piso,2.0,50.0,4.0,179500.0,111.35,0.3236,1-barrio+habitaciones,4.76,Baja rentabilidad
E2_sostenible,Idealista,111106028,Valencia,Aiora,306005,Piso,4.0,90.0,5.0,290000.0,175.1,0.3326,1-barrio+habitaciones,4.76,Baja rentabilidad
E2_sostenible,Idealista,109012192,Valencia,Aiora,306005,Piso,4.0,102.0,5.0,290000.0,175.1,0.3326,1-barrio+habitaciones,4.76,Baja rentabilidad
